topic_id|pid|title|abstract|rel|sr_title
CD010339|8022584|The outcome of two cases of fetal cholelithiasis.||0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|8022584|The outcome of two cases of fetal cholelithiasis.||0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|8022584|The outcome of two cases of fetal cholelithiasis.||0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|16957653|Endoscopic approach to acute pancreatitis.|This review focuses on the use of endoscopic techniques in the diagnosis and management of pancreatic disorders. Endoscopic retrograde cholangiopancreatography (ERCP) has been used primarily to evaluate and treat disorders of the biliary tree. Recently, endoscopic techniques have been adapted for pancreatic sphincterotomy, stenting, stricture dilation, treatment of duct leaks, drainage of fluid collections, and stone extraction via the major and minor papillae. In patients with acute and recurrent pancreatitis, ERCP carries a higher than average risk of post-ERCP pancreatitis. This risk can be reduced with the placement of a prophylactic pancreatic stent. Magnetic resonance cholangiopancreatography (MRCP) can establish the anatomy of the biliary and pancreatic ducts, identify pancreas divisum or pancreatic ductal strictures, depict bile duct stones, and demonstrate pancreatic or biliary duct dilation. Endoscopic ultrasound (EUS) provides a safer, less invasive, and often more sensitive measure for evaluating the pancreas and biliary tree, and allows some options for therapy. In acute and recurrent pancreatitis, EUS and MRCP can be used to establish a diagnosis; ERCP can be reserved for therapy.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|16957653|Endoscopic approach to acute pancreatitis.|This review focuses on the use of endoscopic techniques in the diagnosis and management of pancreatic disorders. Endoscopic retrograde cholangiopancreatography (ERCP) has been used primarily to evaluate and treat disorders of the biliary tree. Recently, endoscopic techniques have been adapted for pancreatic sphincterotomy, stenting, stricture dilation, treatment of duct leaks, drainage of fluid collections, and stone extraction via the major and minor papillae. In patients with acute and recurrent pancreatitis, ERCP carries a higher than average risk of post-ERCP pancreatitis. This risk can be reduced with the placement of a prophylactic pancreatic stent. Magnetic resonance cholangiopancreatography (MRCP) can establish the anatomy of the biliary and pancreatic ducts, identify pancreas divisum or pancreatic ductal strictures, depict bile duct stones, and demonstrate pancreatic or biliary duct dilation. Endoscopic ultrasound (EUS) provides a safer, less invasive, and often more sensitive measure for evaluating the pancreas and biliary tree, and allows some options for therapy. In acute and recurrent pancreatitis, EUS and MRCP can be used to establish a diagnosis; ERCP can be reserved for therapy.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|16957653|Endoscopic approach to acute pancreatitis.|This review focuses on the use of endoscopic techniques in the diagnosis and management of pancreatic disorders. Endoscopic retrograde cholangiopancreatography (ERCP) has been used primarily to evaluate and treat disorders of the biliary tree. Recently, endoscopic techniques have been adapted for pancreatic sphincterotomy, stenting, stricture dilation, treatment of duct leaks, drainage of fluid collections, and stone extraction via the major and minor papillae. In patients with acute and recurrent pancreatitis, ERCP carries a higher than average risk of post-ERCP pancreatitis. This risk can be reduced with the placement of a prophylactic pancreatic stent. Magnetic resonance cholangiopancreatography (MRCP) can establish the anatomy of the biliary and pancreatic ducts, identify pancreas divisum or pancreatic ductal strictures, depict bile duct stones, and demonstrate pancreatic or biliary duct dilation. Endoscopic ultrasound (EUS) provides a safer, less invasive, and often more sensitive measure for evaluating the pancreas and biliary tree, and allows some options for therapy. In acute and recurrent pancreatitis, EUS and MRCP can be used to establish a diagnosis; ERCP can be reserved for therapy.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|1587438|Pancreatic stone predominantly composed of fatty acid calcium.|A 41-year-old man with chronic pancreatitis and pancreatic stones predominantly composed of fatty acid calcium is reported. He had complained of occasional abdominal pain for 10 years and visited the hospital because of a severe attack of abdominal pain. Laboratory data supported a diagnosis of pancreatitis. Computed tomography (CT) showed a high-density area in the head of the pancreas, and the CT number of this high-density area was lower than usual for pancreatic stones. Ultrasonography and endoscopic retrograde pancreatography showed a cystic lesion with small pancreatic stones in the head of the pancreas and irregular dilatation of the main pancreatic duct. Pancreaticojejunostomy and resection of pancreatic cyst were carried out for repeated episodes of abdominal pain under the diagnosis of chronic pancreatitis. The pancreatic stones obtained at surgery were proved to be mainly composed of fatty acid calcium after analysis of chemical composition of the stones. Fatty acid calcium was sometimes found in the biliary stones but never in the pancreatic stones.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|1587438|Pancreatic stone predominantly composed of fatty acid calcium.|A 41-year-old man with chronic pancreatitis and pancreatic stones predominantly composed of fatty acid calcium is reported. He had complained of occasional abdominal pain for 10 years and visited the hospital because of a severe attack of abdominal pain. Laboratory data supported a diagnosis of pancreatitis. Computed tomography (CT) showed a high-density area in the head of the pancreas, and the CT number of this high-density area was lower than usual for pancreatic stones. Ultrasonography and endoscopic retrograde pancreatography showed a cystic lesion with small pancreatic stones in the head of the pancreas and irregular dilatation of the main pancreatic duct. Pancreaticojejunostomy and resection of pancreatic cyst were carried out for repeated episodes of abdominal pain under the diagnosis of chronic pancreatitis. The pancreatic stones obtained at surgery were proved to be mainly composed of fatty acid calcium after analysis of chemical composition of the stones. Fatty acid calcium was sometimes found in the biliary stones but never in the pancreatic stones.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|1587438|Pancreatic stone predominantly composed of fatty acid calcium.|A 41-year-old man with chronic pancreatitis and pancreatic stones predominantly composed of fatty acid calcium is reported. He had complained of occasional abdominal pain for 10 years and visited the hospital because of a severe attack of abdominal pain. Laboratory data supported a diagnosis of pancreatitis. Computed tomography (CT) showed a high-density area in the head of the pancreas, and the CT number of this high-density area was lower than usual for pancreatic stones. Ultrasonography and endoscopic retrograde pancreatography showed a cystic lesion with small pancreatic stones in the head of the pancreas and irregular dilatation of the main pancreatic duct. Pancreaticojejunostomy and resection of pancreatic cyst were carried out for repeated episodes of abdominal pain under the diagnosis of chronic pancreatitis. The pancreatic stones obtained at surgery were proved to be mainly composed of fatty acid calcium after analysis of chemical composition of the stones. Fatty acid calcium was sometimes found in the biliary stones but never in the pancreatic stones.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|16456572|Can MRCP replace ERCP in the diagnosis of congenital bile-duct cysts?||0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|16456572|Can MRCP replace ERCP in the diagnosis of congenital bile-duct cysts?||0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|16456572|Can MRCP replace ERCP in the diagnosis of congenital bile-duct cysts?||0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|2711715|[A contribution to Mirizzi syndrome].|The Mirizzi-syndrome is an up to now little described, but apparently not in the least infrequent complication of the cholecystolithiasis with compression of the common hepatic duct by a concrement of the cystic duct with accompanying cholecystitis/pericholecystitis. The diagnosis is made by sonography, above all, however, by endoscopic-retrograde cholangiography (ERC) and percutaneous transhepatic cholangiography (PTC). The difficulties of the demarcation to the tumour-caused obstruction of the bile duct and their importance for therapy and prognosis are described on the basis of a casuistics.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|2711715|[A contribution to Mirizzi syndrome].|The Mirizzi-syndrome is an up to now little described, but apparently not in the least infrequent complication of the cholecystolithiasis with compression of the common hepatic duct by a concrement of the cystic duct with accompanying cholecystitis/pericholecystitis. The diagnosis is made by sonography, above all, however, by endoscopic-retrograde cholangiography (ERC) and percutaneous transhepatic cholangiography (PTC). The difficulties of the demarcation to the tumour-caused obstruction of the bile duct and their importance for therapy and prognosis are described on the basis of a casuistics.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|2711715|[A contribution to Mirizzi syndrome].|The Mirizzi-syndrome is an up to now little described, but apparently not in the least infrequent complication of the cholecystolithiasis with compression of the common hepatic duct by a concrement of the cystic duct with accompanying cholecystitis/pericholecystitis. The diagnosis is made by sonography, above all, however, by endoscopic-retrograde cholangiography (ERC) and percutaneous transhepatic cholangiography (PTC). The difficulties of the demarcation to the tumour-caused obstruction of the bile duct and their importance for therapy and prognosis are described on the basis of a casuistics.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|18842499|Obstructive jaundice in Iran: factors affecting early outcome.|Understanding any factors which influence the morbidity and mortality in patients with obstructive jaundice in each society will better guide appropriate management and lead to improved survival. This study aimed to assess baseline etiologies, clinical manifestations, diagnostic results, and morbidity and mortality related to obstructive jaundice in Iranian patients.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|18842499|Obstructive jaundice in Iran: factors affecting early outcome.|Understanding any factors which influence the morbidity and mortality in patients with obstructive jaundice in each society will better guide appropriate management and lead to improved survival. This study aimed to assess baseline etiologies, clinical manifestations, diagnostic results, and morbidity and mortality related to obstructive jaundice in Iranian patients.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|18842499|Obstructive jaundice in Iran: factors affecting early outcome.|Understanding any factors which influence the morbidity and mortality in patients with obstructive jaundice in each society will better guide appropriate management and lead to improved survival. This study aimed to assess baseline etiologies, clinical manifestations, diagnostic results, and morbidity and mortality related to obstructive jaundice in Iranian patients.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|2432434|[The place of resection in proximally located bile duct carcinoma].||0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|2432434|[The place of resection in proximally located bile duct carcinoma].||0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|2432434|[The place of resection in proximally located bile duct carcinoma].||0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|4811685|Ultrasonic B-mode examination of the gallbladder. Technique and criteria for the diagnosis of gallstones.||0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|4811685|Ultrasonic B-mode examination of the gallbladder. Technique and criteria for the diagnosis of gallstones.||0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|4811685|Ultrasonic B-mode examination of the gallbladder. Technique and criteria for the diagnosis of gallstones.||0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|10227940|The role of endoscopic retrograde cholangiopancreatography in the laparoscopic era.|The optimal approach to patients with suspected common bile duct (CBD) stones remains unsettled. Options include pre- and postoperative endoscopic retrograde cholangiopancreatography (ERCP) or laparoscopic exploration of the CBD. This retrospective study evaluates the role of ERCP in the management of suspected CBD stones, with an emphasis on indications, endoscopic findings, and outcome.|1|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|10227940|The role of endoscopic retrograde cholangiopancreatography in the laparoscopic era.|The optimal approach to patients with suspected common bile duct (CBD) stones remains unsettled. Options include pre- and postoperative endoscopic retrograde cholangiopancreatography (ERCP) or laparoscopic exploration of the CBD. This retrospective study evaluates the role of ERCP in the management of suspected CBD stones, with an emphasis on indications, endoscopic findings, and outcome.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|10227940|The role of endoscopic retrograde cholangiopancreatography in the laparoscopic era.|The optimal approach to patients with suspected common bile duct (CBD) stones remains unsettled. Options include pre- and postoperative endoscopic retrograde cholangiopancreatography (ERCP) or laparoscopic exploration of the CBD. This retrospective study evaluates the role of ERCP in the management of suspected CBD stones, with an emphasis on indications, endoscopic findings, and outcome.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|11474400|The role of percutaneous transhepatic papillary balloon dilation in percutaneous choledochoscopic lithotomy.|When choledochoscopic lithotomy with basket and electrohydraulic lithotripsy is used to remove intrahepatic duct stones, fragments or small stones usually remain in the bile duct that are too small to be captured with a basket.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|11474400|The role of percutaneous transhepatic papillary balloon dilation in percutaneous choledochoscopic lithotomy.|When choledochoscopic lithotomy with basket and electrohydraulic lithotripsy is used to remove intrahepatic duct stones, fragments or small stones usually remain in the bile duct that are too small to be captured with a basket.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|11474400|The role of percutaneous transhepatic papillary balloon dilation in percutaneous choledochoscopic lithotomy.|When choledochoscopic lithotomy with basket and electrohydraulic lithotripsy is used to remove intrahepatic duct stones, fragments or small stones usually remain in the bile duct that are too small to be captured with a basket.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|11474406|Tension pneumothorax complicating ERCP in a patient with a Billroth II gastrectomy.||0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|11474406|Tension pneumothorax complicating ERCP in a patient with a Billroth II gastrectomy.||0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|11474406|Tension pneumothorax complicating ERCP in a patient with a Billroth II gastrectomy.||0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|7978006|Mirizzi syndrome in a Native American population.|Mirizzi syndrome is a rare disorder consisting of obstruction of the common hepatic duct resulting from gallstone impaction in the cystic duct or neck of the gallbladder. Formation of a biliobiliary fistula is common, and if unrecognized at the time of surgery, may result in major biliary ductal injury.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|7978006|Mirizzi syndrome in a Native American population.|Mirizzi syndrome is a rare disorder consisting of obstruction of the common hepatic duct resulting from gallstone impaction in the cystic duct or neck of the gallbladder. Formation of a biliobiliary fistula is common, and if unrecognized at the time of surgery, may result in major biliary ductal injury.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|7978006|Mirizzi syndrome in a Native American population.|Mirizzi syndrome is a rare disorder consisting of obstruction of the common hepatic duct resulting from gallstone impaction in the cystic duct or neck of the gallbladder. Formation of a biliobiliary fistula is common, and if unrecognized at the time of surgery, may result in major biliary ductal injury.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|4550055|Nonoperative extraction of retained biliary tract stones requiring multiple sessions.||0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|4550055|Nonoperative extraction of retained biliary tract stones requiring multiple sessions.||0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|4550055|Nonoperative extraction of retained biliary tract stones requiring multiple sessions.||0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|3460288|Biliary colic without evidence of gallstones: diagnosis, biliary lipid metabolism and treatment.|"Fifteen patients with history of biliary colic, induceable by cholecystokinin, but normal oral cholecystogram and ultrasonogram were studied prior to and after cholecystectomy. Fasting duodenal bile, obtained preoperatively after administration of cholecystokinin, and gallbladder bile obtained at operation were analyzed. The lipid composition as well as the cholesterol saturation were within the range seen in gallstone-free subjects. The total lipid concentration of gallbladder bile was normal, whereas that of duodenal bile was reduced by about 50%, indicating a less efficient gallbladder emptying. In 10 of the 15 patients, the analysis of the excised gallbladder displayed macro- or microscopic abnormalities; two patients had cholesterol gallstones. At re-examination 9-27 months after the operation, 12 of the patients were completely symptom-free and two patients reported a clear improvement while on still had unchanged symptoms. It is concluded that cholecystectomy is the treatment to prefer in patients with ""acalculous"" biliary pain, induceable by cholecystokinin."|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|3460288|Biliary colic without evidence of gallstones: diagnosis, biliary lipid metabolism and treatment.|"Fifteen patients with history of biliary colic, induceable by cholecystokinin, but normal oral cholecystogram and ultrasonogram were studied prior to and after cholecystectomy. Fasting duodenal bile, obtained preoperatively after administration of cholecystokinin, and gallbladder bile obtained at operation were analyzed. The lipid composition as well as the cholesterol saturation were within the range seen in gallstone-free subjects. The total lipid concentration of gallbladder bile was normal, whereas that of duodenal bile was reduced by about 50%, indicating a less efficient gallbladder emptying. In 10 of the 15 patients, the analysis of the excised gallbladder displayed macro- or microscopic abnormalities; two patients had cholesterol gallstones. At re-examination 9-27 months after the operation, 12 of the patients were completely symptom-free and two patients reported a clear improvement while on still had unchanged symptoms. It is concluded that cholecystectomy is the treatment to prefer in patients with ""acalculous"" biliary pain, induceable by cholecystokinin."|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|3460288|Biliary colic without evidence of gallstones: diagnosis, biliary lipid metabolism and treatment.|"Fifteen patients with history of biliary colic, induceable by cholecystokinin, but normal oral cholecystogram and ultrasonogram were studied prior to and after cholecystectomy. Fasting duodenal bile, obtained preoperatively after administration of cholecystokinin, and gallbladder bile obtained at operation were analyzed. The lipid composition as well as the cholesterol saturation were within the range seen in gallstone-free subjects. The total lipid concentration of gallbladder bile was normal, whereas that of duodenal bile was reduced by about 50%, indicating a less efficient gallbladder emptying. In 10 of the 15 patients, the analysis of the excised gallbladder displayed macro- or microscopic abnormalities; two patients had cholesterol gallstones. At re-examination 9-27 months after the operation, 12 of the patients were completely symptom-free and two patients reported a clear improvement while on still had unchanged symptoms. It is concluded that cholecystectomy is the treatment to prefer in patients with ""acalculous"" biliary pain, induceable by cholecystokinin."|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|14135673|[X-RAY INVESTIGATION OF THE FUNCTION OF CHOLEDOCHODUODENAL ANASTOMOSIS].||0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|14135673|[X-RAY INVESTIGATION OF THE FUNCTION OF CHOLEDOCHODUODENAL ANASTOMOSIS].||0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|14135673|[X-RAY INVESTIGATION OF THE FUNCTION OF CHOLEDOCHODUODENAL ANASTOMOSIS].||0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|9512804|Choledocholithiasis and gallstone pancreatitis.|Gallstones are commonly found within the main bile duct (MBD) of patients undergoing cholecystectomy. Retained MBD stones are a common cause of obstructive symptoms and complications. Endoscopic retrograde cholangiopancreatography (ERCP) and sphincterotomy (ES) is the recommended modality for both the detection of such stones and their extraction. Recent trials of ERCP in conjunction with laparoscopic cholecystectomy suggest that it should be reserved for use post-operatively. Gallstones within the MBD are the most common single cause of acute pancreatitis. Initial treatment is supportive, although new agents designed to suppress the systemic inflammatory response are under development and have proved beneficial in clinical trials. Severe cases should be treated with systemic antibiotics and early removal of the obstructing stones by ERCP and ES. Prophylactic cholecystectomy is recommended to prevent further attacks of gallstone pancreatitis.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|9512804|Choledocholithiasis and gallstone pancreatitis.|Gallstones are commonly found within the main bile duct (MBD) of patients undergoing cholecystectomy. Retained MBD stones are a common cause of obstructive symptoms and complications. Endoscopic retrograde cholangiopancreatography (ERCP) and sphincterotomy (ES) is the recommended modality for both the detection of such stones and their extraction. Recent trials of ERCP in conjunction with laparoscopic cholecystectomy suggest that it should be reserved for use post-operatively. Gallstones within the MBD are the most common single cause of acute pancreatitis. Initial treatment is supportive, although new agents designed to suppress the systemic inflammatory response are under development and have proved beneficial in clinical trials. Severe cases should be treated with systemic antibiotics and early removal of the obstructing stones by ERCP and ES. Prophylactic cholecystectomy is recommended to prevent further attacks of gallstone pancreatitis.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|9512804|Choledocholithiasis and gallstone pancreatitis.|Gallstones are commonly found within the main bile duct (MBD) of patients undergoing cholecystectomy. Retained MBD stones are a common cause of obstructive symptoms and complications. Endoscopic retrograde cholangiopancreatography (ERCP) and sphincterotomy (ES) is the recommended modality for both the detection of such stones and their extraction. Recent trials of ERCP in conjunction with laparoscopic cholecystectomy suggest that it should be reserved for use post-operatively. Gallstones within the MBD are the most common single cause of acute pancreatitis. Initial treatment is supportive, although new agents designed to suppress the systemic inflammatory response are under development and have proved beneficial in clinical trials. Severe cases should be treated with systemic antibiotics and early removal of the obstructing stones by ERCP and ES. Prophylactic cholecystectomy is recommended to prevent further attacks of gallstone pancreatitis.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|9512805|Hepatolithiasis and biliary parasites.|Hepatolithiasis, or the presence of intrahepatic stones, is prevalent in East Asia and is characterized by the finding of stones within the intrahepatic bile ducts proximal to the confluence of the right and left hepatic ducts. Bile stasis and bacterial infection have been incriminated as the major aetiopathogenic factors. Clinical features include recurrent pyogenic cholangitis, multiple liver abscesses, secondary biliary cirrhosis and cholangiocarcinoma. The goals of management include accurate localization of pathologies, control of biliary sepsis and the elimination of stones and stasis. Ultrasonography, computed tomography and direct cholangiography complement each other in defining the stones, strictures and degree of liver damage. Non-operative biliary decompression by endoscopy and interventional radiology is effective in controlling the infection, but surgery remains the mainstay for the treatment of stones and strictures. Intra-operative ultrasound and flexible choledochoscopy, combined with percutaneous transhepatic cholangioscopy and intraductal lithotripsy, facilitate stone removal. Balloon dilatation and biliary stenting serve to open the bile duct strictures. The creation of a hepaticocutaneous jejunostomy after conventional surgery allows atraumatic access to the biliary system for the removal of recurrent stones. The management of biliary parasites begins with conservative measures, including analgesics and anti-helminthic therapy. In refractory cases or patients with acute cholangitis, endoscopic biliary drainage and the extraction of worms may be necessary. Improvement in sanitation plays a crucial role in the epidemiological control of these biliary diseases.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|9512805|Hepatolithiasis and biliary parasites.|Hepatolithiasis, or the presence of intrahepatic stones, is prevalent in East Asia and is characterized by the finding of stones within the intrahepatic bile ducts proximal to the confluence of the right and left hepatic ducts. Bile stasis and bacterial infection have been incriminated as the major aetiopathogenic factors. Clinical features include recurrent pyogenic cholangitis, multiple liver abscesses, secondary biliary cirrhosis and cholangiocarcinoma. The goals of management include accurate localization of pathologies, control of biliary sepsis and the elimination of stones and stasis. Ultrasonography, computed tomography and direct cholangiography complement each other in defining the stones, strictures and degree of liver damage. Non-operative biliary decompression by endoscopy and interventional radiology is effective in controlling the infection, but surgery remains the mainstay for the treatment of stones and strictures. Intra-operative ultrasound and flexible choledochoscopy, combined with percutaneous transhepatic cholangioscopy and intraductal lithotripsy, facilitate stone removal. Balloon dilatation and biliary stenting serve to open the bile duct strictures. The creation of a hepaticocutaneous jejunostomy after conventional surgery allows atraumatic access to the biliary system for the removal of recurrent stones. The management of biliary parasites begins with conservative measures, including analgesics and anti-helminthic therapy. In refractory cases or patients with acute cholangitis, endoscopic biliary drainage and the extraction of worms may be necessary. Improvement in sanitation plays a crucial role in the epidemiological control of these biliary diseases.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|9512805|Hepatolithiasis and biliary parasites.|Hepatolithiasis, or the presence of intrahepatic stones, is prevalent in East Asia and is characterized by the finding of stones within the intrahepatic bile ducts proximal to the confluence of the right and left hepatic ducts. Bile stasis and bacterial infection have been incriminated as the major aetiopathogenic factors. Clinical features include recurrent pyogenic cholangitis, multiple liver abscesses, secondary biliary cirrhosis and cholangiocarcinoma. The goals of management include accurate localization of pathologies, control of biliary sepsis and the elimination of stones and stasis. Ultrasonography, computed tomography and direct cholangiography complement each other in defining the stones, strictures and degree of liver damage. Non-operative biliary decompression by endoscopy and interventional radiology is effective in controlling the infection, but surgery remains the mainstay for the treatment of stones and strictures. Intra-operative ultrasound and flexible choledochoscopy, combined with percutaneous transhepatic cholangioscopy and intraductal lithotripsy, facilitate stone removal. Balloon dilatation and biliary stenting serve to open the bile duct strictures. The creation of a hepaticocutaneous jejunostomy after conventional surgery allows atraumatic access to the biliary system for the removal of recurrent stones. The management of biliary parasites begins with conservative measures, including analgesics and anti-helminthic therapy. In refractory cases or patients with acute cholangitis, endoscopic biliary drainage and the extraction of worms may be necessary. Improvement in sanitation plays a crucial role in the epidemiological control of these biliary diseases.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|11258319|[Minimally invasive technologies in the surgical treatment of patients with mechanical jaundice and suppurative cholangitis].|Minimally invasive technologies were used in treatment of 89 patients with cholelithiasis complicated by mechanical jaundice and purulent cholangitis. Advantages of the two-stage operative treatment of such patients were shown. The first stage is decompression of the bile duct, the second stage is a radical operation either by laparoscopic or minilaparotomic methods. It allows to avoid extensive and traumatic operations and secures better immediate and long-term results of treatment.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|11258319|[Minimally invasive technologies in the surgical treatment of patients with mechanical jaundice and suppurative cholangitis].|Minimally invasive technologies were used in treatment of 89 patients with cholelithiasis complicated by mechanical jaundice and purulent cholangitis. Advantages of the two-stage operative treatment of such patients were shown. The first stage is decompression of the bile duct, the second stage is a radical operation either by laparoscopic or minilaparotomic methods. It allows to avoid extensive and traumatic operations and secures better immediate and long-term results of treatment.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|11258319|[Minimally invasive technologies in the surgical treatment of patients with mechanical jaundice and suppurative cholangitis].|Minimally invasive technologies were used in treatment of 89 patients with cholelithiasis complicated by mechanical jaundice and purulent cholangitis. Advantages of the two-stage operative treatment of such patients were shown. The first stage is decompression of the bile duct, the second stage is a radical operation either by laparoscopic or minilaparotomic methods. It allows to avoid extensive and traumatic operations and secures better immediate and long-term results of treatment.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|7665868|Magnetic resonance imaging for the visualization of cholesterol gallstones in hamster fed a new high sucrose lithogenic diet.|Cholesterol gallstone induction in hamster gallbladder is usually achieved by specific diets. An X-ray in vivo follow-up of cholelithiasis development in this species is impossible, since cholesterol gallstones are transparent as long as they are not calcified. Moreover, their size (0.2 to 1 mm) also prevents their detection by ultrasonography. The current study presents an in vivo cholesterol gallstone detection by magnetic resonance imaging in hamsters fed a new high sucrose diet containing a low proportion of cholesterol (0.015%) and a normal ratio of lipids (10%). The diet produced gallstones and an increase in the cholesterol saturation index in about 50% of animals after a 5-week feeding period. The visualization of gallstones by magnetic resonance imaging in anaesthetized animals required synchronization between breathing movements and image acquisition. A high magnetic field was also necessary to allow a fine image resolution, adapted to gallstone size. Two major advantages of this technique are a direct selection of lithiasic animals with a functional gallbladder (in spite of the presence of gallstones) and a possible adjustment of the treatment period of potential litholytic drugs.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|7665868|Magnetic resonance imaging for the visualization of cholesterol gallstones in hamster fed a new high sucrose lithogenic diet.|Cholesterol gallstone induction in hamster gallbladder is usually achieved by specific diets. An X-ray in vivo follow-up of cholelithiasis development in this species is impossible, since cholesterol gallstones are transparent as long as they are not calcified. Moreover, their size (0.2 to 1 mm) also prevents their detection by ultrasonography. The current study presents an in vivo cholesterol gallstone detection by magnetic resonance imaging in hamsters fed a new high sucrose diet containing a low proportion of cholesterol (0.015%) and a normal ratio of lipids (10%). The diet produced gallstones and an increase in the cholesterol saturation index in about 50% of animals after a 5-week feeding period. The visualization of gallstones by magnetic resonance imaging in anaesthetized animals required synchronization between breathing movements and image acquisition. A high magnetic field was also necessary to allow a fine image resolution, adapted to gallstone size. Two major advantages of this technique are a direct selection of lithiasic animals with a functional gallbladder (in spite of the presence of gallstones) and a possible adjustment of the treatment period of potential litholytic drugs.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
