topic_id|num_related|title|abstract|relevant|topic_name
CD011548|7186061|Hepatobiliary disease in cystic fibrosis: a survey of current issues and concepts.|The incidence of hepatobiliary complications of cystic fibrosis (CF) has been increasing in parallel with the rate of survival. Detection of hepatic involvement remains a problem, as liver function tests, serum bile acid determinations, and ultrasonography do not permit an early diagnosis. The pathogenesis of cholelithiasis has been elucidated in the past few years. However, the mechanism leading to the pathognomonic CF lesion, focal biliary cirrhosis, is still unknown. There are indications that mucus plugging may be the ancestral lesion and the triggering factor. The possibility that correction of the abnormalities of bile acid metabolism could slow the progress or prevent CF cirrhosis is discussed in light of recent experimental data.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|7186061|Hepatobiliary disease in cystic fibrosis: a survey of current issues and concepts.|The incidence of hepatobiliary complications of cystic fibrosis (CF) has been increasing in parallel with the rate of survival. Detection of hepatic involvement remains a problem, as liver function tests, serum bile acid determinations, and ultrasonography do not permit an early diagnosis. The pathogenesis of cholelithiasis has been elucidated in the past few years. However, the mechanism leading to the pathognomonic CF lesion, focal biliary cirrhosis, is still unknown. There are indications that mucus plugging may be the ancestral lesion and the triggering factor. The possibility that correction of the abnormalities of bile acid metabolism could slow the progress or prevent CF cirrhosis is discussed in light of recent experimental data.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|5919738|[Intravital lymphography of the gallbladder and the bile ducts].||0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|5919738|[Intravital lymphography of the gallbladder and the bile ducts].||0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|5919738|[Intravital lymphography of the gallbladder and the bile ducts].||0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|7454102|[New liver tests emerging from specialistic research. Determination of serum bile-salts].||0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|7454102|[New liver tests emerging from specialistic research. Determination of serum bile-salts].||0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|7454102|[New liver tests emerging from specialistic research. Determination of serum bile-salts].||0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|9233889|The normal retrograde cholangiogram: a definition of normal caliber.|To evaluate normal retrograde cholangiograms to determine a normal range of ductal calibers and identify its variation with age.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|9233889|The normal retrograde cholangiogram: a definition of normal caliber.|To evaluate normal retrograde cholangiograms to determine a normal range of ductal calibers and identify its variation with age.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|9233889|The normal retrograde cholangiogram: a definition of normal caliber.|To evaluate normal retrograde cholangiograms to determine a normal range of ductal calibers and identify its variation with age.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|9233884|Endoscopic pancreatic intervention.||0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|9233884|Endoscopic pancreatic intervention.||0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|9233884|Endoscopic pancreatic intervention.||0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|6837361|Imaging of the gallbladder.||0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|6837361|Imaging of the gallbladder.||0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|6837361|Imaging of the gallbladder.||0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|22943325|Routine on-table cholangiography during cholecystectomy: a systematic review.|The aim of this review was to systemically analyse trials evaluating the efficacy of routine on-table cholangiography (R-OTC) versus no on-table cholangiography (N-OTC) in patients undergoing cholecystectomy.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|22943325|Routine on-table cholangiography during cholecystectomy: a systematic review.|The aim of this review was to systemically analyse trials evaluating the efficacy of routine on-table cholangiography (R-OTC) versus no on-table cholangiography (N-OTC) in patients undergoing cholecystectomy.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|22943325|Routine on-table cholangiography during cholecystectomy: a systematic review.|The aim of this review was to systemically analyse trials evaluating the efficacy of routine on-table cholangiography (R-OTC) versus no on-table cholangiography (N-OTC) in patients undergoing cholecystectomy.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|2983549|Fever, abdominal pain, and hepatomegaly in a 66-year-old man.||0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|2983549|Fever, abdominal pain, and hepatomegaly in a 66-year-old man.||0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|2983549|Fever, abdominal pain, and hepatomegaly in a 66-year-old man.||0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|4376869|[Migrating common bile duct calculi. Evacuation during high pressure cholangiography and under amyl nitrite].||0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|4376869|[Migrating common bile duct calculi. Evacuation during high pressure cholangiography and under amyl nitrite].||0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|4376869|[Migrating common bile duct calculi. Evacuation during high pressure cholangiography and under amyl nitrite].||0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|22826640|Age-dependent safety analysis of propofol-based deep sedation for ERCP and EUS procedures at an endoscopy training center in a developing country.|Endoscopic retrograde cholangiopancreatography (ERCP) and endoscopic ultrasonography (EUS) procedures in elderly patients are on the rise, and they play an important role in the diagnosis and management of various gastrointestinal diseases. The use of deep sedation in these patients has been established as a safe and effective technique in Western countries; however, it is uncertain if the situation holds true among Asians. The present study aimed to evaluate the age-dependent safety analysis and clinical efficacy of propofol-based deep sedation (PBDS) for ERCP and EUS procedures in adult patients at a World Gastroenterology Organization (WGO) Endoscopy Training Center in Thailand.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|22826640|Age-dependent safety analysis of propofol-based deep sedation for ERCP and EUS procedures at an endoscopy training center in a developing country.|Endoscopic retrograde cholangiopancreatography (ERCP) and endoscopic ultrasonography (EUS) procedures in elderly patients are on the rise, and they play an important role in the diagnosis and management of various gastrointestinal diseases. The use of deep sedation in these patients has been established as a safe and effective technique in Western countries; however, it is uncertain if the situation holds true among Asians. The present study aimed to evaluate the age-dependent safety analysis and clinical efficacy of propofol-based deep sedation (PBDS) for ERCP and EUS procedures in adult patients at a World Gastroenterology Organization (WGO) Endoscopy Training Center in Thailand.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|22826640|Age-dependent safety analysis of propofol-based deep sedation for ERCP and EUS procedures at an endoscopy training center in a developing country.|Endoscopic retrograde cholangiopancreatography (ERCP) and endoscopic ultrasonography (EUS) procedures in elderly patients are on the rise, and they play an important role in the diagnosis and management of various gastrointestinal diseases. The use of deep sedation in these patients has been established as a safe and effective technique in Western countries; however, it is uncertain if the situation holds true among Asians. The present study aimed to evaluate the age-dependent safety analysis and clinical efficacy of propofol-based deep sedation (PBDS) for ERCP and EUS procedures in adult patients at a World Gastroenterology Organization (WGO) Endoscopy Training Center in Thailand.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|10632515|Transdiaphragmatic abscess: late thoracic complication of laparoscopic cholecystectomy.|Spillage of gallstones into the peritoneal cavity is a frequent problem during laparoscopic cholecystectomy (as much as 30%) and is frequently dismissed as a benign occurrence. However, several complications associated with spillage of gallstones have been reported recently. Most of these complications presented late after the original procedure, many with clinical pictures not related to biliary etiology, confounding and delaying adequate management. For patients presenting with intraabdominal or thoracic abscesses of unknown etiology, if there is a history of laparoscopic cholecystectomy, regardless of the time interval, certain evaluations should be considered. A sonogram and a CT scan are advisable to detect retained extraluminal gallstones, as most patients will require, not only drainage of fluid collections, but also removal of the stones. A case is described of a patient who presented with a right empyema and transdiaphragmatic abscess 18 months after a laparoscopic cholecystectomy. Treatment included decortication, enbloc resection of the abscess, repair of the diaphragm, and drainage.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|10632515|Transdiaphragmatic abscess: late thoracic complication of laparoscopic cholecystectomy.|Spillage of gallstones into the peritoneal cavity is a frequent problem during laparoscopic cholecystectomy (as much as 30%) and is frequently dismissed as a benign occurrence. However, several complications associated with spillage of gallstones have been reported recently. Most of these complications presented late after the original procedure, many with clinical pictures not related to biliary etiology, confounding and delaying adequate management. For patients presenting with intraabdominal or thoracic abscesses of unknown etiology, if there is a history of laparoscopic cholecystectomy, regardless of the time interval, certain evaluations should be considered. A sonogram and a CT scan are advisable to detect retained extraluminal gallstones, as most patients will require, not only drainage of fluid collections, but also removal of the stones. A case is described of a patient who presented with a right empyema and transdiaphragmatic abscess 18 months after a laparoscopic cholecystectomy. Treatment included decortication, enbloc resection of the abscess, repair of the diaphragm, and drainage.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|10632515|Transdiaphragmatic abscess: late thoracic complication of laparoscopic cholecystectomy.|Spillage of gallstones into the peritoneal cavity is a frequent problem during laparoscopic cholecystectomy (as much as 30%) and is frequently dismissed as a benign occurrence. However, several complications associated with spillage of gallstones have been reported recently. Most of these complications presented late after the original procedure, many with clinical pictures not related to biliary etiology, confounding and delaying adequate management. For patients presenting with intraabdominal or thoracic abscesses of unknown etiology, if there is a history of laparoscopic cholecystectomy, regardless of the time interval, certain evaluations should be considered. A sonogram and a CT scan are advisable to detect retained extraluminal gallstones, as most patients will require, not only drainage of fluid collections, but also removal of the stones. A case is described of a patient who presented with a right empyema and transdiaphragmatic abscess 18 months after a laparoscopic cholecystectomy. Treatment included decortication, enbloc resection of the abscess, repair of the diaphragm, and drainage.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|17937001|[Chronic abdominal pain syndrome in biliary pathology].||0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|17937001|[Chronic abdominal pain syndrome in biliary pathology].||0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|17937001|[Chronic abdominal pain syndrome in biliary pathology].||0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|18817045|The relationship between gallstone disease and gall bladder volume.|The role of a large gallbladder volume with regards to a predisposition to gallstones is unknown. It is likely that an increase in gallbladder volume could result in impaired gallbladder motility and bile stasis which may encourage gallstone formation. This study is therefore to determine the relationship between the presence of gallstone disease and gall bladder volume.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|18817045|The relationship between gallstone disease and gall bladder volume.|The role of a large gallbladder volume with regards to a predisposition to gallstones is unknown. It is likely that an increase in gallbladder volume could result in impaired gallbladder motility and bile stasis which may encourage gallstone formation. This study is therefore to determine the relationship between the presence of gallstone disease and gall bladder volume.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|18817045|The relationship between gallstone disease and gall bladder volume.|The role of a large gallbladder volume with regards to a predisposition to gallstones is unknown. It is likely that an increase in gallbladder volume could result in impaired gallbladder motility and bile stasis which may encourage gallstone formation. This study is therefore to determine the relationship between the presence of gallstone disease and gall bladder volume.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|2757504|Biliary lithotripsy. Determination of stone fragmentation success and potential tissue injury in swine.|Application of extracorporeal shock wave lithotripsy to gallbladder stones was studied in 37 adult female swine. Twenty-two sows underwent cholecystostomy with implantation of human gallstones. In 20 animals, after a 10-day recovery period, extracorporeal shock wave lithotripsy, 2000 shocks (an amount determined in preliminary water bath studies to be effective), was performed. In 10 of these implanted swine, frequent focal point refocusing and biplanar ultrasonography were employed. Two animals served as operative controls. Fifteen other animals without gallstone implantation were studied for adverse effects of extracorporeal shock wave lithotripsy on tissue. These animals (unimplanted) received 5000 shocks; 7 animals were killed 1 to 4 days after treatment and the others were killed after 4 weeks. Biochemical tests (total bilirubin, alkaline phosphatase, lipase, amylase, alanine aminotransferase, and lactate dehydrogenase determinations) were performed on all animals at entry and every second or third day until they were killed. Successful fragmentation, defined as all residual gallstone fragments being less than or equal to 4 mm in greatest dimension, was achieved in 14 of 20 animals overall, but in 10 of 10 animals in which focal point refocusing had been used. Slight perivascular hemorrhage and minimal coagulation necrosis were seen histologically only in the liver parenchyma adjacent to the gallbladder bed. The remainder of the liver was grossly and histologically normal. No injuries to the colon, duodenum, common bile duct, or pancreas were observed. No alterations suggesting injury or altered function occurred in any of the biochemical tests.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|2757504|Biliary lithotripsy. Determination of stone fragmentation success and potential tissue injury in swine.|Application of extracorporeal shock wave lithotripsy to gallbladder stones was studied in 37 adult female swine. Twenty-two sows underwent cholecystostomy with implantation of human gallstones. In 20 animals, after a 10-day recovery period, extracorporeal shock wave lithotripsy, 2000 shocks (an amount determined in preliminary water bath studies to be effective), was performed. In 10 of these implanted swine, frequent focal point refocusing and biplanar ultrasonography were employed. Two animals served as operative controls. Fifteen other animals without gallstone implantation were studied for adverse effects of extracorporeal shock wave lithotripsy on tissue. These animals (unimplanted) received 5000 shocks; 7 animals were killed 1 to 4 days after treatment and the others were killed after 4 weeks. Biochemical tests (total bilirubin, alkaline phosphatase, lipase, amylase, alanine aminotransferase, and lactate dehydrogenase determinations) were performed on all animals at entry and every second or third day until they were killed. Successful fragmentation, defined as all residual gallstone fragments being less than or equal to 4 mm in greatest dimension, was achieved in 14 of 20 animals overall, but in 10 of 10 animals in which focal point refocusing had been used. Slight perivascular hemorrhage and minimal coagulation necrosis were seen histologically only in the liver parenchyma adjacent to the gallbladder bed. The remainder of the liver was grossly and histologically normal. No injuries to the colon, duodenum, common bile duct, or pancreas were observed. No alterations suggesting injury or altered function occurred in any of the biochemical tests.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|2757504|Biliary lithotripsy. Determination of stone fragmentation success and potential tissue injury in swine.|Application of extracorporeal shock wave lithotripsy to gallbladder stones was studied in 37 adult female swine. Twenty-two sows underwent cholecystostomy with implantation of human gallstones. In 20 animals, after a 10-day recovery period, extracorporeal shock wave lithotripsy, 2000 shocks (an amount determined in preliminary water bath studies to be effective), was performed. In 10 of these implanted swine, frequent focal point refocusing and biplanar ultrasonography were employed. Two animals served as operative controls. Fifteen other animals without gallstone implantation were studied for adverse effects of extracorporeal shock wave lithotripsy on tissue. These animals (unimplanted) received 5000 shocks; 7 animals were killed 1 to 4 days after treatment and the others were killed after 4 weeks. Biochemical tests (total bilirubin, alkaline phosphatase, lipase, amylase, alanine aminotransferase, and lactate dehydrogenase determinations) were performed on all animals at entry and every second or third day until they were killed. Successful fragmentation, defined as all residual gallstone fragments being less than or equal to 4 mm in greatest dimension, was achieved in 14 of 20 animals overall, but in 10 of 10 animals in which focal point refocusing had been used. Slight perivascular hemorrhage and minimal coagulation necrosis were seen histologically only in the liver parenchyma adjacent to the gallbladder bed. The remainder of the liver was grossly and histologically normal. No injuries to the colon, duodenum, common bile duct, or pancreas were observed. No alterations suggesting injury or altered function occurred in any of the biochemical tests.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|10946479|Long-term stenting for choledocholithiasis.|Endoscopic biliary sphincterotomy and stone removal has become the standard of care for choledocholithiasis. Surgical intervention has been undertaken when stones cannot be removed endoscopically. In such patients who are high risk surgical candidates, an alternative therapy is the endoscopic placement of long-term plastic stents to allow biliary decompression. Though such stents usually occlude by three months, they may act as a wick to allow drainage of bile into the duodenum. This case report describes a patient with choledocholithiasis who was treated for 19 months with a biliary stent before expiring from unrelated causes.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|10946479|Long-term stenting for choledocholithiasis.|Endoscopic biliary sphincterotomy and stone removal has become the standard of care for choledocholithiasis. Surgical intervention has been undertaken when stones cannot be removed endoscopically. In such patients who are high risk surgical candidates, an alternative therapy is the endoscopic placement of long-term plastic stents to allow biliary decompression. Though such stents usually occlude by three months, they may act as a wick to allow drainage of bile into the duodenum. This case report describes a patient with choledocholithiasis who was treated for 19 months with a biliary stent before expiring from unrelated causes.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|10946479|Long-term stenting for choledocholithiasis.|Endoscopic biliary sphincterotomy and stone removal has become the standard of care for choledocholithiasis. Surgical intervention has been undertaken when stones cannot be removed endoscopically. In such patients who are high risk surgical candidates, an alternative therapy is the endoscopic placement of long-term plastic stents to allow biliary decompression. Though such stents usually occlude by three months, they may act as a wick to allow drainage of bile into the duodenum. This case report describes a patient with choledocholithiasis who was treated for 19 months with a biliary stent before expiring from unrelated causes.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|3377328|Biliary stone extraction.|This report summarizes a 14-year experience with 219 patients referred for sinus tract extraction of retained common duct stones. The patients ranged from 18 to 94 years of age and 60 per cent were women. Forty seven per cent of patients were seen within 6 weeks postoperatively and 79 per cent within 3 months of surgery. Sixty four per cent of patients had a single stone; the remainder had multiple stones, sludge or ductal debris. Sinus tract manipulation under fluoroscopic control was done using a variety of baskets, catheters and instruments, including endoscopy, along with pre- and post-manipulation intravenous antibiotics. Routine testing and cultures are done and useful when clinical biliary sepsis occurs (1%). Meticulous postextraction cholangiography has contributed to our success and is an important part of the procedure, usually done 24 hours after the last manipulation. Successful extraction occurred during a single session in 125 of 219 patients (57%); 60 of 219 patients required two extraction sessions. Four patients spontaneously passed stones. The remaining patients required three to seven sessions before the extraction was considered complete. Successful extraction of all stones and debris from patients' biliary ducts occurred in 210 of 219 cases (96%). Five of the nine failures occurred in the first one hundred patients (1974-1979) and all required reoperation. Failure occurred in four of the last one hundred patients (1979-1986) and all were successfully treated by ERCP extraction. Two deaths occurred very early in our series and were related to advanced biliary sepsis at the time of the initial presentation.(ABSTRACT TRUNCATED AT 250 WORDS)|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|3377328|Biliary stone extraction.|This report summarizes a 14-year experience with 219 patients referred for sinus tract extraction of retained common duct stones. The patients ranged from 18 to 94 years of age and 60 per cent were women. Forty seven per cent of patients were seen within 6 weeks postoperatively and 79 per cent within 3 months of surgery. Sixty four per cent of patients had a single stone; the remainder had multiple stones, sludge or ductal debris. Sinus tract manipulation under fluoroscopic control was done using a variety of baskets, catheters and instruments, including endoscopy, along with pre- and post-manipulation intravenous antibiotics. Routine testing and cultures are done and useful when clinical biliary sepsis occurs (1%). Meticulous postextraction cholangiography has contributed to our success and is an important part of the procedure, usually done 24 hours after the last manipulation. Successful extraction occurred during a single session in 125 of 219 patients (57%); 60 of 219 patients required two extraction sessions. Four patients spontaneously passed stones. The remaining patients required three to seven sessions before the extraction was considered complete. Successful extraction of all stones and debris from patients' biliary ducts occurred in 210 of 219 cases (96%). Five of the nine failures occurred in the first one hundred patients (1974-1979) and all required reoperation. Failure occurred in four of the last one hundred patients (1979-1986) and all were successfully treated by ERCP extraction. Two deaths occurred very early in our series and were related to advanced biliary sepsis at the time of the initial presentation.(ABSTRACT TRUNCATED AT 250 WORDS)|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|3377328|Biliary stone extraction.|This report summarizes a 14-year experience with 219 patients referred for sinus tract extraction of retained common duct stones. The patients ranged from 18 to 94 years of age and 60 per cent were women. Forty seven per cent of patients were seen within 6 weeks postoperatively and 79 per cent within 3 months of surgery. Sixty four per cent of patients had a single stone; the remainder had multiple stones, sludge or ductal debris. Sinus tract manipulation under fluoroscopic control was done using a variety of baskets, catheters and instruments, including endoscopy, along with pre- and post-manipulation intravenous antibiotics. Routine testing and cultures are done and useful when clinical biliary sepsis occurs (1%). Meticulous postextraction cholangiography has contributed to our success and is an important part of the procedure, usually done 24 hours after the last manipulation. Successful extraction occurred during a single session in 125 of 219 patients (57%); 60 of 219 patients required two extraction sessions. Four patients spontaneously passed stones. The remaining patients required three to seven sessions before the extraction was considered complete. Successful extraction of all stones and debris from patients' biliary ducts occurred in 210 of 219 cases (96%). Five of the nine failures occurred in the first one hundred patients (1974-1979) and all required reoperation. Failure occurred in four of the last one hundred patients (1979-1986) and all were successfully treated by ERCP extraction. Two deaths occurred very early in our series and were related to advanced biliary sepsis at the time of the initial presentation.(ABSTRACT TRUNCATED AT 250 WORDS)|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|14026878|[A technic for the peroperative examination of the bile ducts. Radiomanometry, cholangiography and endoscopy].||0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|14026878|[A technic for the peroperative examination of the bile ducts. Radiomanometry, cholangiography and endoscopy].||0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|14026878|[A technic for the peroperative examination of the bile ducts. Radiomanometry, cholangiography and endoscopy].||0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|4683472|Failure of operative cholangiography to prevent retained common duct stones.||0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|4683472|Failure of operative cholangiography to prevent retained common duct stones.||0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|4683472|Failure of operative cholangiography to prevent retained common duct stones.||0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|2818337|Treatment of postcholedochoduodenostomy symptoms.|Upper abdominal symptoms after side-to-side choledochoduodenostomy (CDDY) may be attributed to stagnant bile, food and calculi pooling in the distal bile duct 'sump' with resultant biliary or pancreatic duct obstruction and sepsis. Endoscopic sphincterotomy (ES) provides a means of draining this sump. The aim of this study was to assess outcome following endoscopic retrograde choledochopancreatography (ERCP) and ES in patients with post-CDDY symptoms. Eight such patients (M: F = 1:7) underwent ERCP between September 1981 and March 1987. Their median age was 60 years (range: 37-72 years) and the median period since CDDY was 11 years (range: 1-28 years). The median follow-up after ERCP was 18 months (range: 14-94 months). Presenting symptoms comprised postprandial (one) or intermittent (seven) abdominal pain, cholangitis (three), pancreatitis (one) and jaundice (one). ERCP revealed bile duct abnormalities in four, consisting of filling defects alone (two), anastomotic narrowing with filling defects (one) and sclerosing cholangitis. ES was performed in seven, of whom three (all with filling defects at ERCP) remain asymptomatic and three are significantly improved. One had recurrent pancreatitis for which a sphincteroplasty and pancreatic duct septectomy was performed. ES was not performed in one because of technical difficulties (there being no subsequent improvement). It is concluded that, in patients with post-CDDY biliary symptoms, endoscopic sphincterotomy relieves the symptoms by either producing drainage of the sump at the distal bile duct, or dividing a dysfunctioning sphincter of Oddi.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|2818337|Treatment of postcholedochoduodenostomy symptoms.|Upper abdominal symptoms after side-to-side choledochoduodenostomy (CDDY) may be attributed to stagnant bile, food and calculi pooling in the distal bile duct 'sump' with resultant biliary or pancreatic duct obstruction and sepsis. Endoscopic sphincterotomy (ES) provides a means of draining this sump. The aim of this study was to assess outcome following endoscopic retrograde choledochopancreatography (ERCP) and ES in patients with post-CDDY symptoms. Eight such patients (M: F = 1:7) underwent ERCP between September 1981 and March 1987. Their median age was 60 years (range: 37-72 years) and the median period since CDDY was 11 years (range: 1-28 years). The median follow-up after ERCP was 18 months (range: 14-94 months). Presenting symptoms comprised postprandial (one) or intermittent (seven) abdominal pain, cholangitis (three), pancreatitis (one) and jaundice (one). ERCP revealed bile duct abnormalities in four, consisting of filling defects alone (two), anastomotic narrowing with filling defects (one) and sclerosing cholangitis. ES was performed in seven, of whom three (all with filling defects at ERCP) remain asymptomatic and three are significantly improved. One had recurrent pancreatitis for which a sphincteroplasty and pancreatic duct septectomy was performed. ES was not performed in one because of technical difficulties (there being no subsequent improvement). It is concluded that, in patients with post-CDDY biliary symptoms, endoscopic sphincterotomy relieves the symptoms by either producing drainage of the sump at the distal bile duct, or dividing a dysfunctioning sphincter of Oddi.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
CD011549|2818337|Treatment of postcholedochoduodenostomy symptoms.|Upper abdominal symptoms after side-to-side choledochoduodenostomy (CDDY) may be attributed to stagnant bile, food and calculi pooling in the distal bile duct 'sump' with resultant biliary or pancreatic duct obstruction and sepsis. Endoscopic sphincterotomy (ES) provides a means of draining this sump. The aim of this study was to assess outcome following endoscopic retrograde choledochopancreatography (ERCP) and ES in patients with post-CDDY symptoms. Eight such patients (M: F = 1:7) underwent ERCP between September 1981 and March 1987. Their median age was 60 years (range: 37-72 years) and the median period since CDDY was 11 years (range: 1-28 years). The median follow-up after ERCP was 18 months (range: 14-94 months). Presenting symptoms comprised postprandial (one) or intermittent (seven) abdominal pain, cholangitis (three), pancreatitis (one) and jaundice (one). ERCP revealed bile duct abnormalities in four, consisting of filling defects alone (two), anastomotic narrowing with filling defects (one) and sclerosing cholangitis. ES was performed in seven, of whom three (all with filling defects at ERCP) remain asymptomatic and three are significantly improved. One had recurrent pancreatitis for which a sphincteroplasty and pancreatic duct septectomy was performed. ES was not performed in one because of technical difficulties (there being no subsequent improvement). It is concluded that, in patients with post-CDDY biliary symptoms, endoscopic sphincterotomy relieves the symptoms by either producing drainage of the sump at the distal bile duct, or dividing a dysfunctioning sphincter of Oddi.|0|Endoscopic ultrasound versus magnetic resonance cholangiopancreatography for common bile duct stones
CD010339|12640158|Papillary neoplasms of the bile duct that mimic biliary stone disease.|Papillary tumors of the bile duct are intraductal tumors with innumerable minute, frondlike papillary projections. These tumors may be either fixed to or detached from the bile duct wall. However, because the papillary projections on the surface of papillary tumors are long and slender, the tumors are friable and slough easily. The sloughed tumor fragments may float within the bile ducts, resulting in intermittent partial biliary obstruction and mimicking bile duct stones at clinical examination and at ultrasonography (US), computed tomography (CT), and cholangiography. A tumor manifests radiologically as thickening and irregularity of the bile duct wall or as a fixed or sloughed intraductal mass. A nonshadowing intraductal echogenic cast seen at US, an intraductal noncalcified soft-tissue mass with asymmetric wall thickening seen at CT, and an intraductal mass with a papillary surface and a serrated bile duct margin seen at cholangiography are all appearances that suggest a papillary tumor and may be helpful in differentiating a tumor from a bile duct stone.|0|Endoscopic retrograde cholangiopancreatography versus intraoperative cholangiography for diagnosis of common bile duct stones
CD011548|12640158|Papillary neoplasms of the bile duct that mimic biliary stone disease.|Papillary tumors of the bile duct are intraductal tumors with innumerable minute, frondlike papillary projections. These tumors may be either fixed to or detached from the bile duct wall. However, because the papillary projections on the surface of papillary tumors are long and slender, the tumors are friable and slough easily. The sloughed tumor fragments may float within the bile ducts, resulting in intermittent partial biliary obstruction and mimicking bile duct stones at clinical examination and at ultrasonography (US), computed tomography (CT), and cholangiography. A tumor manifests radiologically as thickening and irregularity of the bile duct wall or as a fixed or sloughed intraductal mass. A nonshadowing intraductal echogenic cast seen at US, an intraductal noncalcified soft-tissue mass with asymmetric wall thickening seen at CT, and an intraductal mass with a papillary surface and a serrated bile duct margin seen at cholangiography are all appearances that suggest a papillary tumor and may be helpful in differentiating a tumor from a bile duct stone.|0|Ultrasound versus liver function tests for diagnosis of common bile duct stones
